County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k,65 plus per 100k,5 Under per 100k
Lafayette County,Wisconsin,11241.0,2171.7320743582177,49.1,59.9,38.3,16945.0,66338.15284744762,20843.906757155502,7282.3841841251115
Lafayette Parish,Louisiana,142226.0,4347.947947947948,71.1,81.2,61.0,249750.0,56947.34734734734,15431.03103103103,6617.817817817819
Lafourche Parish,Louisiana,51136.0,3834.581720249116,72.1,80.5,63.7,95056.0,53795.657296751386,17275.079952869888,5836.5595017673795
Lake County,California,43872.0,3680.13200153216,56.7,68.0,45.5,67878.0,64633.60735437108,24558.767199976428,5445.063201626447
Lake County,Colorado,5803.0,1656.483367277665,33.4,47.1,19.7,7365.0,78791.58180583843,15695.858791581808,5512.559402579769
Lake County,Florida,286714.0,4043.7070927432846,74.1,84.4,63.7,424462.0,67547.62499352121,26714.523325998558,4645.409954247965
Lake County,Illinois,647368.0,2858.5134601275468,51.5,60.6,42.4,708760.0,91338.11163158192,16483.71804277894,5157.458095829335
Lake County,Indiana,326951.0,4610.286097826999,52.3,62.1,42.5,500598.0,65312.08674425387,18309.302074718635,5716.762751748908
Lake County,Michigan,7993.0,3416.0515156274537,47.6,57.8,37.5,12734.0,62768.96497565573,27587.56086068792,3376.7865556777133
Lake County,Minnesota,7611.0,4136.342699216951,39.3,49.7,28.8,10855.0,70115.15430677107,28374.021188392446,4302.164900967296
Lake County,Montana,20539.0,3002.579638850561,45.0,55.7,34.4,33338.0,61608.37482752415,24563.561101445797,4805.327254184414
Lake County,Ohio,163898.0,3372.906233811086,52.5,60.8,44.2,231640.0,70755.48264548437,22395.95924710758,4640.390260749438
Lake County,Oregon,3430.0,4558.061015314121,45.2,57.9,32.5,8293.0,41360.18328710961,25672.253707946464,4943.928614494152
Lake County,South Dakota,8189.0,2610.824041338047,45.9,57.0,34.8,11031.0,74236.24331429608,25401.142235518088,5194.451998912156
Lake County,Tennessee,2889.0,3891.602331810304,61.6,72.0,51.2,6347.0,45517.56735465575,17078.93492988814,4411.533007720183
Lake of the Woods County,Minnesota,2283.0,3440.974060349391,41.1,51.1,31.2,3778.0,60428.798305982,27580.730545262046,5029.115934356802
Lamar County,Alabama,7304.0,3220.8476685454943,64.1,75.7,52.5,13661.0,53466.07129785521,22728.936388258546,5900.007320108338
Lamar County,Georgia,7728.0,2441.05681094064,64.7,76.8,52.5,20401.0,37880.49605411499,17234.44929170139,5661.487182000882
Lamar County,Mississippi,43423.0,3277.104066931453,68.4,80.1,56.8,66217.0,65576.81562136611,15888.669072896688,5856.502106709757
Lamar County,Texas,22800.0,5505.897079820838,65.5,76.8,54.2,51127.0,44594.83247599116,19079.93819312692,6675.533475463062
Lamb County,Texas,6543.0,3579.5767445519627,60.3,75.3,45.3,12711.0,51475.10030682087,17669.734875304854,6419.6365352843995
Lamoille County,Vermont,19924.0,2720.6446661550267,44.8,53.6,36.0,26060.0,76454.33614735227,19455.103607060628,4435.917114351497
Lampasas County,Texas,11681.0,3039.2915484481127,69.0,81.0,57.0,23262.0,50214.9428252085,21004.21287937409,4814.719284670277
Lancaster County,Nebraska,237802.0,3359.49264804907,53.7,65.9,41.5,326716.0,72785.53851051065,15780.984096279339,5686.896264645748
Lancaster County,Pennsylvania,403883.0,3602.111749425785,55.1,65.7,44.4,558589.0,72304.14490797347,20184.608003379944,6123.822703275575
Lancaster County,South Carolina,63898.0,2916.4163932911333,62.3,74.0,50.7,108215.0,59047.26701473918,21631.936422861894,5742.272328235457
Lancaster County,Virginia,7239.0,5930.564508702459,59.4,69.2,49.7,10859.0,66663.59701629984,38797.31098627866,3269.177640666728
Lander County,Nevada,2567.0,2738.7762177153754,47.3,60.3,34.2,5769.0,44496.44652452765,17108.684347373895,6240.249609984399
Lane County,Kansas,720.0,4054.9378678875087,55.0,69.3,40.5,1529.0,47089.60104643558,24198.82275997384,5559.189012426422
Lane County,Oregon,299856.0,4149.472297937201,50.5,60.1,40.9,381181.0,78664.9911721728,21500.546984241082,4095.692072794814
Langlade County,Wisconsin,11169.0,4426.922284065141,43.5,53.6,33.4,19404.0,57560.29684601113,26587.301587301587,4658.833230261802
Lanier County,Georgia,3414.0,2315.3463451970915,67.9,79.8,55.8,10452.0,32663.605051664752,15413.318025258324,6534.634519709147
Lapeer County,Michigan,43572.0,3672.859278240445,50.1,59.0,41.2,88977.0,48969.95852860851,20770.536205985816,4734.931499151466
Laramie County,Wyoming,67415.0,3735.2451873564128,46.3,59.6,33.1,100984.0,66758.10029311574,17818.664342866196,5570.189336924662
Larimer County,Colorado,283114.0,2872.123224308266,42.0,54.5,29.4,370771.0,76358.18335306698,17796.969018612566,4210.4155934525625
Larue County,Kentucky,7096.0,2607.3318957067245,58.3,69.3,47.3,15303.0,46369.99281186696,18159.837940273148,5502.189113245769
Las Animas County,Colorado,9991.0,3875.104544187343,51.6,66.4,36.7,14348.0,69633.3983830499,26609.980485085027,4251.4636186228045
Lassen County,California,13453.0,2612.522088631718,46.6,59.5,33.8,28861.0,46613.07646997678,18360.417171962163,4871.626069782752
Latah County,Idaho,28852.0,1970.896588460328,48.2,59.3,37.1,41301.0,69857.87269073389,15127.96300331711,5174.208856928403
Latimer County,Oklahoma,4131.0,3716.1452865840856,63.0,74.6,51.2,9526.0,43365.52592903632,21813.98278395969,5752.676884316607
Lauderdale County,Alabama,55177.0,5565.310802156713,61.9,73.7,50.1,96814.0,56992.79029892371,20853.388972669243,4924.907554692503
Lauderdale County,Mississippi,45353.0,7078.140286698712,66.8,78.7,54.9,70527.0,64305.86867440838,19277.72342507125,5868.674408382605
Lauderdale County,Tennessee,11328.0,3116.6192604632265,62.3,72.8,51.8,24610.0,46030.06907761072,17098.74034945144,5932.547744819179
Laurel County,Kentucky,28382.0,3993.933265925177,57.5,68.9,46.1,63296.0,44840.11627906977,17501.895854398383,5644.906471183013
Laurens County,Georgia,26728.0,5900.963136501072,66.5,78.3,54.7,49941.0,53519.15260006808,18505.836887527283,6221.341182595463
Laurens County,South Carolina,30451.0,4048.030432825635,62.6,73.9,51.3,68873.0,44213.26209109521,19178.778331131212,5578.383401332889
Lavaca County,Texas,9419.0,3607.019590685917,73.4,84.0,62.7,20571.0,45787.75946721112,24437.31466627777,6086.237907734189
Lawrence County,Alabama,18607.0,3557.996537520148,62.2,73.6,50.7,33502.0,55539.96776311863,19201.838696197243,5528.028177422244
Lawrence County,Arkansas,9462.0,3137.639416595171,61.3,71.5,51.1,16318.0,57985.047187155295,19506.06691996568,5656.330432651061
Lawrence County,Illinois,7598.0,2788.091541213799,57.0,67.7,46.3,14813.0,51292.783365962336,19233.106055491797,4131.506109498414
Lawrence County,Indiana,25650.0,3830.627273533848,55.5,66.7,44.3,45084.0,56893.79824327921,20761.245674740483,5542.986425339366
Lawrence County,Kentucky,8701.0,4650.0,57.0,69.2,44.9,16000.0,54381.25,19362.5,5450.0
Lawrence County,Mississippi,8255.0,3713.482667575164,68.8,80.4,57.1,11741.0,70309.17298356188,19674.644408483095,6302.6999403798645
Lawrence County,Missouri,17275.0,3701.893393702408,58.7,70.3,47.1,38872.0,44440.7285449681,17953.797077587984,6529.121218357686
Lawrence County,Ohio,38848.0,2972.3083502619484,56.2,67.4,45.0,56118.0,69225.5604262447,19892.013257778253,5016.215830927688
Lawrence County,Pennsylvania,55190.0,4703.3336490197935,52.1,62.8,41.4,84472.0,65335.2590207406,23880.102282413107,4845.392556113268
Lawrence County,South Dakota,19920.0,2748.369158378783,43.9,56.2,31.5,28053.0,71008.44829430008,24999.108829715184,3685.8802980073433
Lawrence County,Tennessee,18936.0,3673.504792470833,59.9,71.7,48.1,46114.0,41063.451446415405,17716.96231079499,6375.504185279958
Le Flore County,Oklahoma,24238.0,3155.496411000888,62.8,74.5,51.1,49596.0,48870.87668360352,17938.946689249133,6427.937736914268
Le Sueur County,Minnesota,15614.0,2170.569133481456,47.3,56.9,37.7,29255.0,53372.07314988891,19056.57152623483,5496.4963254144595
Lea County,New Mexico,41503.0,2456.2766119748685,63.1,78.3,47.8,72101.0,57562.30842845453,11954.064437386443,6986.033480811639
Leake County,Mississippi,13537.0,3297.5820867438138,66.2,78.4,54.0,21258.0,63679.55593188447,18538.90300122307,7164.361652083921
Leavenworth County,Kansas,61633.0,2144.447903445964,57.1,68.4,45.9,83518.0,73796.06791350368,16509.016020498577,5985.536052108528
Lebanon County,Pennsylvania,97908.0,3806.533011674015,54.2,64.3,44.1,144252.0,67872.8891107229,20758.11773840224,5454.343787261181
Lee County,Alabama,82868.0,2634.609611658434,64.6,75.9,53.3,183215.0,45229.921130911775,13969.92604317332,5294.326337909014
Lee County,Arkansas,4478.0,3389.830508474576,64.5,74.6,54.3,8201.0,54603.097183270336,20546.274844531155,4828.679429337885
Lee County,Florida,584969.0,3715.073456725775,76.6,85.6,67.6,834573.0,70092.01112425156,29048.267796825443,4464.19905748209
Lee County,Georgia,16329.0,1570.6188001889468,67.5,78.6,56.3,33872.0,48207.95937647615,14666.981577704299,5384.978743504959
Lee County,Illinois,22262.0,3452.784215843584,51.6,61.7,41.5,33654.0,66149.64045878647,21741.843465858445,4849.349260117668
Lee County,Iowa,19636.0,3998.1575310916633,53.7,63.8,43.7,32565.0,60297.86580684784,22438.200522032857,5183.479195455244
Lee County,Kentucky,4128.0,4182.092417386535,57.9,69.3,46.5,7293.0,56602.22130810366,19758.67269984917,4634.581105169341
Lee County,Mississippi,43340.0,9026.679066172295,64.8,76.1,53.5,82799.0,52343.62733849442,15874.587857341272,6276.645853210787
Lee County,North Carolina,54211.0,3086.8339820158367,62.1,73.2,50.9,67059.0,80840.7521734592,17348.901713416544,6064.808601380873
Lee County,South Carolina,9806.0,2830.838604622033,64.7,76.0,53.5,15967.0,61414.16671885765,21193.712031064068,4778.605874616396
Lee County,Texas,9426.0,2225.877192982456,71.3,82.3,60.2,18240.0,51677.63157894737,20652.412280701756,5564.69298245614
Lee County,Virginia,14171.0,3633.019084847091,56.9,68.6,45.2,21745.0,65169.00436882042,23679.00666819959,4281.444010117269
Leelanau County,Michigan,19446.0,2971.4583604848167,47.8,55.6,39.9,23019.0,84478.03988009905,34588.81793301186,3866.3712585255657
Leflore County,Mississippi,20619.0,5932.974448403973,67.1,77.9,56.3,26378.0,78167.41223747062,15918.56850405641,6846.614603078323
Lehigh County,Pennsylvania,334536.0,5117.351503888775,53.6,64.2,43.0,377754.0,88559.22108038566,18085.05005903313,5567.115106656713
Lemhi County,Idaho,4436.0,3873.9485842909608,39.6,50.8,28.4,8441.0,52553.01504561071,31453.619239426607,4264.897523990048
Lenawee County,Michigan,56315.0,3546.964725184577,51.6,61.5,41.8,97520.0,57747.12879409352,21036.71041837572,4708.777686628384
Lenoir County,North Carolina,43957.0,4610.620275070589,62.0,73.4,50.6,54895.0,80074.68804080518,21679.570088350487,6011.476455050551
Leon County,Florida,199720.0,4015.317618292228,69.6,81.3,57.9,296913.0,67265.4952797621,15282.59119674787,4696.6619851606365
Leon County,Texas,7449.0,2962.8733825130003,68.6,79.8,57.3,16538.0,45041.72209457008,24555.56899262305,5786.673116459064
Leslie County,Kentucky,6058.0,2980.5352798053527,57.3,68.8,45.7,9864.0,61415.24736415247,20194.64720194647,5109.489051094891
Letcher County,Kentucky,12787.0,4264.7994907702105,56.1,67.7,44.5,20423.0,62610.78196151398,21647.162512853156,4891.543847622778
Levy County,Florida,23561.0,3497.6904071328822,72.2,83.0,61.4,46545.0,50619.83027178,25530.132130196587,4608.443441830486
Lewis County,Idaho,2409.0,3262.904519925114,47.0,58.1,35.9,3739.0,64428.99170901311,29045.199251136666,5001.337255950789
Lewis County,Kentucky,6097.0,2721.035997841672,55.7,67.5,43.9,12973.0,46997.61042164495,20033.916596007093,6359.361751329684
Lewis County,Missouri,4321.0,3238.948869423508,54.6,65.5,43.6,9818.0,44011.00020370748,19678.142187818292,5031.574658789978
Lewis County,New York,14770.0,2666.8675606448696,45.3,54.8,35.7,26548.0,55635.07608859425,21169.20295314148,5729.245140876902
Lewis County,Tennessee,4990.0,3290.9842338894846,59.9,71.6,48.3,13066.0,38190.72401653146,21529.159651002603,5173.7333537425375
Lewis County,Washington,47831.0,3607.493558047218,48.6,58.2,38.9,86154.0,55518.02586066811,21761.0325695847,5551.686514845509
Lewis County,West Virginia,10380.0,4690.909090909091,55.0,67.0,42.9,16500.0,62909.09090909091,21036.363636363636,5242.424242424242
Lewis and Clark County,Montana,50046.0,3427.4973003959417,42.5,53.5,31.6,75011.0,66718.21466184959,20743.624268440628,5041.927184013011
Lexington County,South Carolina,201372.0,3820.009821405495,64.7,76.2,53.2,309528.0,65057.76537179189,17563.516063167146,5606.601018324675
Liberty County,Florida,3309.0,1777.835452893849,69.6,81.0,58.2,7706.0,42940.56579288866,17687.516221126396,4606.799896184792
Liberty County,Georgia,48967.0,1628.3774021095217,68.2,79.1,57.4,69210.0,70751.33651206474,10358.329721138563,9398.930790348215
Liberty County,Montana,819.0,3394.1236068895646,44.2,56.8,31.6,1974.0,41489.36170212766,25025.329280648428,5825.734549138804
Liberty County,Texas,45239.0,1911.8516329244867,71.3,82.1,60.5,108272.0,41782.73237771538,11392.603812620067,7507.942958474951
Licking County,Ohio,104991.0,3237.973591847206,52.8,63.3,42.3,183201.0,57309.18499353169,17889.640340391154,5558.375773058007
Limestone County,Alabama,47847.0,2699.4260993947005,62.0,73.0,50.8,114654.0,41731.64477471348,15988.975526366283,5509.620248748409
Limestone County,Texas,10353.0,4085.3932584269664,68.8,79.9,57.7,22250.0,46530.33707865168,21155.05617977528,5640.449438202247
Lincoln County,Arkansas,5851.0,2713.599007598077,65.5,76.1,54.9,12898.0,45363.62226701815,15157.38874244069,4047.1390913319897
Lincoln County,Colorado,2214.0,3959.85401459854,49.9,65.7,34.2,5480.0,40401.4598540146,19178.832116788322,4616.788321167884
Lincoln County,Georgia,4291.0,2500.317299149638,64.3,75.7,52.9,7879.0,54461.226043914205,26297.75352202056,5114.862292169057
Lincoln County,Idaho,2584.0,2128.440366972477,47.0,58.9,35.0,5450.0,47412.84403669725,15431.192660550458,6220.183486238532
Lincoln County,Kansas,1440.0,3116.4383561643835,57.0,70.9,43.0,2920.0,49315.06849315069,27500.000000000004,4691.780821917809
Lincoln County,Kentucky,11582.0,3628.5114627058447,57.5,68.2,46.8,24776.0,46746.851792056834,18634.969325153375,6570.8750403616405
Lincoln County,Maine,32890.0,3251.431232366396,47.8,56.1,39.6,36507.0,90092.31106363164,30175.03492480894,3686.9641438628214
Lincoln County,Minnesota,3322.0,4763.6297772142725,45.5,56.0,35.0,5521.0,60170.25901104872,24343.416047817424,5451.910885709111
Lincoln County,Mississippi,15884.0,4339.807503890266,68.4,79.8,57.0,34702.0,45772.57794939773,18292.89378133825,5674.024551899026
Lincoln County,Missouri,27238.0,2018.578339696132,56.5,67.6,45.4,64699.0,42099.56877231487,15035.781078532898,6627.6140280375275
Lincoln County,Montana,8375.0,3767.983557889929,43.7,54.1,33.4,21895.0,38250.74217857958,30554.921214889247,4128.796528887874
Lincoln County,Nevada,2255.0,4155.435759209345,54.5,67.0,41.9,4452.0,50651.39263252471,24775.381850853548,5233.602875112309
Lincoln County,New Mexico,15037.0,3440.011982625193,57.1,72.2,42.1,20029.0,75076.1395975835,32762.49438314444,4418.593040091867
Lincoln County,North Carolina,60557.0,2702.9004442121764,60.5,72.3,48.8,95675.0,63294.48654298407,19779.461719362425,5178.991377057748
Lincoln County,Oklahoma,17588.0,3145.0726231120884,61.9,74.2,49.5,34562.0,50888.258781320525,19831.028296973556,5248.5388577049935
Lincoln County,Oregon,41111.0,4206.922335255111,52.1,60.7,43.4,50821.0,80893.72503492651,32823.04559138939,3482.81222329352
Lincoln County,South Dakota,52595.0,1253.4476637810972,48.0,58.8,37.2,73238.0,71813.81250170677,15146.508643054152,6439.280155110735
Lincoln County,Tennessee,16351.0,3577.6493682435234,60.8,72.4,49.3,36169.0,45207.22165390251,20481.627913406508,5637.424313638751
Lincoln County,Washington,7082.0,2811.381836769466,48.2,59.9,36.6,11738.0,60333.95808485261,26733.68546600784,4770.829783608791
Lincoln County,West Virginia,11823.0,3009.9994924115526,57.5,69.1,45.9,19701.0,60012.18212273489,21653.72316126085,5060.656819450789
Lincoln County,Wisconsin,16612.0,4101.390600246436,43.7,54.0,33.5,28405.0,58482.66150325647,24397.113184298538,4544.974476324591
Lincoln County,Wyoming,10262.0,2193.4865900383143,38.0,51.3,24.8,20880.0,49147.509578544064,20387.93103448276,5474.137931034483
Lincoln Parish,Louisiana,23777.0,3571.577498853259,66.7,78.2,55.3,47962.0,49574.66327509278,14657.43713773404,5058.171052082899
Linn County,Iowa,170708.0,3526.632077284559,50.8,61.7,39.9,228972.0,74554.093950352,17889.086875251123,5724.280698076621
Linn County,Kansas,3968.0,2697.7687626774846,57.6,68.8,46.4,9860.0,40243.40770791075,22555.78093306288,5314.401622718053
Linn County,Missouri,6619.0,3434.8231702145704,54.8,65.7,43.9,11791.0,56136.03595963023,21677.550674243066,5919.76931557968
Linn County,Oregon,81828.0,3853.349151304983,50.1,59.7,40.5,131496.0,62228.50885198029,19782.3507939405,5571.272129950721
Lipscomb County,Texas,1341.0,1961.459050240881,59.3,73.4,45.2,2906.0,46145.9050240881,20371.644872677218,5953.200275292498
Little River County,Arkansas,6565.0,4040.6607369758576,65.3,76.2,54.5,11805.0,55612.028801355365,22100.804743752647,5658.619229140195
Live Oak County,Texas,6052.0,3081.837016574585,73.7,84.6,62.6,11584.0,52244.47513812155,20873.618784530387,4670.234806629834
Livingston County,Illinois,19788.0,4071.347678369196,53.6,64.1,43.0,35320.0,56024.91506228765,20512.457531143828,5719.1392978482445
Livingston County,Kentucky,5258.0,4239.766081871345,59.6,70.2,49.1,8892.0,59131.80386864597,23076.923076923078,5083.220872694557
Livingston County,Michigan,119740.0,2425.834913116179,49.8,59.5,40.1,196757.0,60856.79289682197,20494.823564091745,4728.167231661389
Livingston County,Missouri,7586.0,4183.5543037713815,55.0,66.0,44.1,14557.0,52112.38579377619,20306.381809438757,5392.594628014013
Livingston County,New York,40908.0,2532.783936688577,49.9,59.3,40.6,61158.0,66889.04149906799,20914.68000915661,4378.822067431898
Livingston Parish,Louisiana,64995.0,1968.0975057444468,70.8,81.4,60.2,150145.0,43288.15478370909,14213.59352625795,6361.184188617669
Llano County,Texas,12620.0,4170.491803278688,69.8,82.6,57.1,22875.0,55169.39890710383,37224.043715846994,4301.639344262295
Logan County,Arkansas,12217.0,3658.878504672897,62.8,74.3,51.2,21400.0,57088.785046728975,20728.971962616823,5831.77570093458
Logan County,Colorado,9386.0,3632.571899704156,49.7,63.2,36.1,20619.0,45521.12129589214,20316.21320141617,4578.30156651632
Logan County,Illinois,16697.0,3947.082276187025,54.8,65.5,44.1,27590.0,60518.30373323668,20123.233055454875,4668.358100761146
Logan County,Kansas,1451.0,4803.001876172608,53.6,68.1,39.1,2665.0,54446.52908067542,21500.93808630394,7279.549718574109
